family_category	control_id	control_role	hit_status	best_full_score	hmm_coverage	domain_count
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|B7UCC9	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q5Y152	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q88D24	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q9R9W3	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	no_hit			0
extracellular_mcl_pha_dep	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|BBB62377.1	cross_family_challenge	hit	417.8	0.847100	2
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|BBB68334.1	cross_family_challenge	hit	417.8	0.843585	2
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|CAQ46066.1	cross_family_challenge	hit	254.9	0.564148	1
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|Q51718	cross_family_challenge	hit	13.1	0.066784	1
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|Q6UFW4	cross_family_challenge	hit	12.4	0.065026	1
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_mcl_pha_dep|Q84C08	cross_family_challenge	hit	13.4	0.066784	1
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_scl_pha_dep_type_II|AAB40611.1	cross_family_challenge	hit	122.2	0.648506	2
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA35137.1	cross_family_challenge	hit	104.1	0.557118	3
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA92354.1	cross_family_challenge	hit	91.3	0.623902	3
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_scl_pha_dep_type_II|O05527	cross_family_challenge	hit	108.1	0.565905	3
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|extracellular_scl_pha_dep_type_II|Q5YEW3	cross_family_challenge	hit	82.8	0.599297	3
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_mcl_pha_dep|B7UCC9	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_mcl_pha_dep|Q5Y152	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_mcl_pha_dep|Q88D24	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_mcl_pha_dep|Q9R9W3	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_I	extracellular_scl_pha_dep_type_I|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|BBB62377.1	cross_family_challenge	hit	170.7	0.804781	4
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|BBB68334.1	cross_family_challenge	hit	169.4	0.920319	4
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|CAQ46066.1	cross_family_challenge	hit	21.1	0.111554	1
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|Q51718	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|Q6UFW4	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_mcl_pha_dep|Q84C08	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|A6EXA3	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAA32541.1	cross_family_challenge	hit	26.5	0.360558	5
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAF35850.1	cross_family_challenge	hit	46.0	0.402390	3
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|O82950	cross_family_challenge	hit	26.5	0.360558	5
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|P12625	cross_family_challenge	hit	157.5	0.611554	2
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|extracellular_scl_pha_dep_type_I|ZP_01169502.1	cross_family_challenge	hit	34.3	0.338645	2
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_mcl_pha_dep|B7UCC9	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_mcl_pha_dep|Q5Y152	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_mcl_pha_dep|Q88D24	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_mcl_pha_dep|Q9R9W3	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	no_hit			0
extracellular_scl_pha_dep_type_II	extracellular_scl_pha_dep_type_II|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|boundary_observation|intracellular_mcl_pha_dep|Q5Q135	boundary_observation	hit	633.0	0.992958	1
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|boundary_observation|intracellular_mcl_pha_dep|Q8VV57	boundary_observation	hit	636.9	0.989437	1
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|boundary_observation|intracellular_mcl_pha_dep|Q9AGB5	boundary_observation	hit	597.0	0.992958	1
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|boundary_observation|intracellular_mcl_pha_dep|Q9Z3Y0	boundary_observation	hit	632.3	0.992958	1
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|BBB62377.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|BBB68334.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|CAQ46066.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|Q51718	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|Q6UFW4	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_mcl_pha_dep|Q84C08	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|A6EXA3	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAA32541.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAF35850.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|O82950	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|P12625	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|ZP_01169502.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|AAB40611.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA35137.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA92354.1	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|O05527	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|Q5YEW3	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	no_hit			0
intracellular_mcl_pha_dep	intracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|boundary_observation|intracellular_phaZ_no_lipase_box|Q0K4D5	boundary_observation	hit	464.9	0.975669	1
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|BBB62377.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|BBB68334.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|CAQ46066.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|Q51718	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|Q6UFW4	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_mcl_pha_dep|Q84C08	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|A6EXA3	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAA32541.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAF35850.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|O82950	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|P12625	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_I|ZP_01169502.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_II|AAB40611.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA35137.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA92354.1	cross_family_challenge	no_hit			0
intracellular_phaZ_no_lipase_box	intracellular_phaZ_no_lipase_box|cross_family_challenge|extracellular_scl_pha_dep_type_II|O05527	cross_family_challenge	no_hit			0
